Taxon,Group
Argyropelecus_gigas,Actinopterygii
Maurolicus_weitzmani,Actinopterygii
Maurolicus_japonicus,Actinopterygii
Maurolicus_walvisensis,Actinopterygii
Maurolicus_muelleri,Actinopterygii
Maurolicus_australis,Actinopterygii
Polyipnus_matsubarai,Actinopterygii
Polyipnus_asteroides,Actinopterygii
Polyipnus_stereope,Actinopterygii
Polyipnus_kiwiensis,Actinopterygii
Polyipnus_indicus,Actinopterygii
Polyipnus_polli,Actinopterygii
Polyipnus_clarus,Actinopterygii
Sternoptyx_diaphana,Actinopterygii
Sternoptyx_pseudobscura,Actinopterygii
Sternoptyx_obscura,Actinopterygii
Danaphos_oculatus,Actinopterygii
Valenciennellus_tripunctulatus,Actinopterygii
Phosichthys_argenteus,Actinopterygii
Photonectes_margarita,Actinopterygii
Photonectes_dinema,Actinopterygii
Photonectes_braueri,Actinopterygii
Echiostoma_barbatum,Actinopterygii
Tactostoma_macropus,Actinopterygii
Idiacanthus_fasciola,Actinopterygii
Idiacanthus_atlanticus,Actinopterygii
Idiacanthus_antrostomus,Actinopterygii
Eustomias_filifer,Actinopterygii
Eustomias_acinosus,Actinopterygii
Eustomias_jimcraddocki,Actinopterygii
Eustomias_furcifer,Actinopterygii
Eustomias_polyaster,Actinopterygii
Aristostomias_polydactylus,Actinopterygii
Aristostomias_tittmanni,Actinopterygii
Aristostomias_scintillans,Actinopterygii
Pachystomias_microdon,Actinopterygii
Malacosteus_niger,Actinopterygii
Photostomias_guernei,Actinopterygii
Bathophilus_pawneei,Actinopterygii
Bathophilus_vaillanti,Actinopterygii
Grammatostomias_flagellibarba,Actinopterygii
Melanostomias,Actinopterygii
Flagellostomias_boureei,Actinopterygii
Odontostomias_micropogon,Actinopterygii
Leptostomias_gladiator,Actinopterygii
Leptostomias_longibarba,Actinopterygii
Thysanactis_dentex,Actinopterygii
Trigonolampa_miriceps,Actinopterygii
Chirostomias_pliopterus,Actinopterygii
Borostomias_panamensis,Actinopterygii
Astronesthes_similus,Actinopterygii
Astronesthes_gemmifer,Actinopterygii
Borostomias_antarcticus,Actinopterygii
Neonesthes_capensis,Actinopterygii
Stomias_boa,Actinopterygii
Stomias_gracilis,Actinopterygii
Borostomias_elucens,Actinopterygii
Rhadinesthes_decimus,Actinopterygii
Heterophotus_ophistoma,Actinopterygii
Stomias_atriventer,Actinopterygii
Stomias_affinis,Actinopterygii
Astronesthes_macropogon,Actinopterygii
Chauliodus_macouni,Actinopterygii
Chauliodus_danae,Actinopterygii
Chauliodus_sloani,Actinopterygii
Ichthyococcus_ovatus,Actinopterygii
Polymetme_thaeocoryla,Actinopterygii
Polymetme_corythaeola,Actinopterygii
Yarrella_blackfordi,Actinopterygii
Vinciguerria_poweriae,Actinopterygii
Triplophos_hemingi,Actinopterygii
Pollichthys_mauli,Actinopterygii
Diplophos_taenia,Actinopterygii
Sigmops_ebelingi,Actinopterygii
Sigmops_longipinnis,Actinopterygii
Gonostoma_elongatum,Actinopterygii
Sigmops_gracilis,Actinopterygii
Sigmops_bathyphilus,Actinopterygii
Cyclothone_parapallida,Actinopterygii
Cyclothone_obscura,Actinopterygii
Cyclothone_pygmaea,Actinopterygii
Cyclothone_braueri,Actinopterygii
Cyclothone_microdon,Actinopterygii
Cyclothone_pseudopallida,Actinopterygii
Cyclothone_kobayashii,Actinopterygii
Cyclothone_livida,Actinopterygii
Cyclothone_signata,Actinopterygii
Cyclothone_alba,Actinopterygii
Cyclothone_atraria,Actinopterygii
Cyclothone_pallida,Actinopterygii
Cyclothone_acclinidens,Actinopterygii
Gonostoma_atlanticum,Actinopterygii
Gonostoma_denudatum,Actinopterygii
Bonapartia_pedaliota,Actinopterygii
Margrethia_obtusirostra,Actinopterygii
Vinciguerria_nimbaria,Actinopterygii
Aplochiton_taeniatus,Actinopterygii
Aplochiton_zebra,Actinopterygii
Nesogalaxias_neocaledonicus,Actinopterygii
Galaxias_eldoni,Actinopterygii
Galaxias_pullus,Actinopterygii
Galaxias_vulgaris,Actinopterygii
Galaxias sp. D (Allibone et al. 1996),Actinopterygii
Galaxias_sp._southern,Actinopterygii
Galaxias_sp._northern,Actinopterygii
Galaxias_depressiceps,Actinopterygii
Galaxias_sp._teviot,Actinopterygii
Galaxias_gollumoides,Actinopterygii
Galaxias_anomalus,Actinopterygii
Galaxias_johnstoni,Actinopterygii
Galaxias_pedderensis,Actinopterygii
Galaxias_brevipinnis,Actinopterygii
Galaxias_niger,Actinopterygii
Galaxias_fontanus,Actinopterygii
Galaxias_paucispondylus,Actinopterygii
Galaxias_divergens,Actinopterygii
Galaxias_postvectis,Actinopterygii
Galaxias_cobitinis,Actinopterygii
Galaxias_macronasus,Actinopterygii
Galaxias_prognathus,Actinopterygii
Galaxias_argenteus,Actinopterygii
Galaxias_fasciatus,Actinopterygii
Galaxias_auratus,Actinopterygii
Galaxias_tanycephalus,Actinopterygii
Galaxias_truttaceus,Actinopterygii
Galaxias_maculatus,Actinopterygii
Galaxias_rostratus,Actinopterygii
Galaxias_occidentalis,Actinopterygii
Paragalaxias_dissimilis,Actinopterygii
Paragalaxias_eleotroides,Actinopterygii
Paragalaxias_mesotes,Actinopterygii
Paragalaxias_julianus,Actinopterygii
Galaxias_parvus,Actinopterygii
Galaxias_fuscus,Actinopterygii
Galaxias_brevissimus,Actinopterygii
Galaxias_arcanus,Actinopterygii
Galaxias_ornatus,Actinopterygii
Galaxias_olidus,Actinopterygii
Galaxias_longifundus,Actinopterygii
Galaxias_gunaikurnai,Actinopterygii
Galaxias_mungadhan,Actinopterygii
Galaxias_tantangara,Actinopterygii
Galaxias_lanceolatus,Actinopterygii
Galaxias_aequipinnis,Actinopterygii
Galaxias_supremus,Actinopterygii
Galaxias_mcdowalli,Actinopterygii
Galaxias_terenasus,Actinopterygii
Galaxias_oliros,Actinopterygii
Galaxias_sp._Hunter,Actinopterygii
Brachygalaxias_bullocki,Actinopterygii
Brachygalaxias_gothei,Actinopterygii
Neochanna_cleaveri,Actinopterygii
Galaxias_zebratus,Actinopterygii
Neochanna_burrowsius,Actinopterygii
Neochanna_rekohua,Actinopterygii
Neochanna_diversus,Actinopterygii
Neochanna_heleios,Actinopterygii
Neochanna_apoda,Actinopterygii
Galaxias_platei,Actinopterygii
Galaxiella_toourtkoourt,Actinopterygii
Galaxiella_pusilla,Actinopterygii
Galaxiella_nigrostriata,Actinopterygii
Galaxiella_munda,Actinopterygii
Lovettia_sealii,Actinopterygii
Aplochiton_marinus,Actinopterygii
Apteronotus_cuchillejo,Actinopterygii
Orthosternarchus_tamandua,Actinopterygii
Sternarchorhamphus_muelleri,Actinopterygii
Apteronotus_hasemani,Actinopterygii
Apteronotus_albifrons,Actinopterygii
Apteronotus_caudimaculosus,Actinopterygii
Parapteronotus_hasemani,Actinopterygii
Megadontognathus_kaitukaensis,Actinopterygii
Apteronotus_acidops,Actinopterygii
Apteronotus_galvisi,Actinopterygii
Apteronotus_macrolepis,Actinopterygii
Apteronotus_leptorhynchus,Actinopterygii
Apteronotus_magdalenensis,Actinopterygii
Melanosternarchus_amaru,Actinopterygii
Compsaraia_samueli,Actinopterygii
Compsaraia_iara,Actinopterygii
Compsaraia_compsa,Actinopterygii
Pariosternarchus_amazonensis,Actinopterygii
Sternarchogiton_porcinum,Actinopterygii
Sternarchogiton_nattereri,Actinopterygii
Sternarchogiton_labiatus,Actinopterygii
Sternarchella_schotti,Actinopterygii
Sternarchella_orthos,Actinopterygii
Sternarchella_raptor,Actinopterygii
Sternarchella_duccis,Actinopterygii
Sternarchella_patriciae,Actinopterygii
Sternarchella_calhamazon,Actinopterygii
Sternarchella_rex,Actinopterygii
Porotergus_gymnotus,Actinopterygii
Apteronotus_apurensis,Actinopterygii
Apteronotus_bonapartii,Actinopterygii
Apteronotus_ellisi,Actinopterygii
Porotergus_gimbeli,Actinopterygii
Porotergus_duende,Actinopterygii
Tenebrosternarchus_preto_1,Actinopterygii
Tenebrosternarchus_preto_2,Actinopterygii
Sternarchorhynchus_goeldii,Actinopterygii
Sternarchorhynchus_oxyrhynchus,Actinopterygii
Sternarchorhynchus_stewarti,Actinopterygii
Sternarchorhynchus_hagedornae,Actinopterygii
Sternarchorhynchus_galibi,Actinopterygii
Sternarchorhynchus_retzeri,Actinopterygii
Sternarchorhynchus_cramptoni,Actinopterygii
Sternarchorhynchus_roseni,Actinopterygii
Sternarchorhynchus_montanus,Actinopterygii
Sternarchorhynchus_starksi,Actinopterygii
Sternarchorhynchus_yepezi,Actinopterygii
Sternarchorhynchus_marreroi,Actinopterygii
Sternarchorhynchus_mareikeae,Actinopterygii
Sternarchorhynchus_mesensis,Actinopterygii
Sternarchorhynchus_mormyrus,Actinopterygii
Platyurosternarchus_crypticus,Actinopterygii
Platyurosternarchus_macrostoma,Actinopterygii
Apteronotus_rostratus,Actinopterygii
Apteronotus_anu,Actinopterygii
Adontosternarchus_balaenops,Actinopterygii
Adontosternarchus_sachsi,Actinopterygii
Adontosternarchus_clarkae,Actinopterygii
Adontosternarchus_devenanzii,Actinopterygii
Adontosternarchus_nebulosus,Actinopterygii
Akawaio_penak,Actinopterygii
Hypopomus_artedi,Actinopterygii
Brachyhypopomus_benjamini,Actinopterygii
Brachyhypopomus_batesi,Actinopterygii
Brachyhypopomus_provenzanoi,Actinopterygii
Brachyhypopomus_regani,Actinopterygii
Brachyhypopomus_bombilla,Actinopterygii
Brachyhypopomus_sullivani,Actinopterygii
Brachyhypopomus_diazae,Actinopterygii
Brachyhypopomus_palenque,Actinopterygii
Brachyhypopomus_sp._PAL,Actinopterygii
Brachyhypopomus_diazi,Actinopterygii
Brachyhypopomus_pinnicaudatus,Actinopterygii
Brachyhypopomus_brevirostris,Actinopterygii
Brachyhypopomus_gauderio,Actinopterygii
Brachyhypopomus_hamiltoni,Actinopterygii
Brachyhypopomus_beebei,Actinopterygii
Brachyhypopomus_alberti,Actinopterygii
Brachyhypopomus_draco,Actinopterygii
Brachyhypopomus_verdii,Actinopterygii
Brachyhypopomus_belindae,Actinopterygii
Brachyhypopomus_flavipomus,Actinopterygii
Brachyhypopomus_walteri,Actinopterygii
Brachyhypopomus_bennetti,Actinopterygii
Brachyhypopomus_hendersoni,Actinopterygii
Brachyhypopomus_bullocki,Actinopterygii
Brachyhypopomus_cunia,Actinopterygii
Brachyhypopomus_jureiae,Actinopterygii
Brachyhypopomus_janeiroensis,Actinopterygii
Procerusternarchus_pixuna,Actinopterygii
Microsternarchus_bilineatus,Actinopterygii
Racenisia_fimbriipinna,Actinopterygii
Hypopygus_nijsseni,Actinopterygii
Hypopygus_neblinae,Actinopterygii
Hypopygus_minissimus,Actinopterygii
Hypopygus_lepturus,Actinopterygii
Steatogenys_elegans,Actinopterygii
Steatogenys_ocellatus,Actinopterygii
Steatogenys_duidae,Actinopterygii
Rhamphichthys_lineatus,Actinopterygii
Rhamphichthys_marmoratus,Actinopterygii
Rhamphichthys_rostratus,Actinopterygii
Rhamphichthys_apurensis,Actinopterygii
Rhamphichthys_heleios,Actinopterygii
Rhamphichthys_drepanium,Actinopterygii
Rhamphichthys_hahni,Actinopterygii
Gymnorhamphichthys_bogardusi,Actinopterygii
Gymnorhamphichthys_britskii,Actinopterygii
Gymnorhamphichthys_rondoni,Actinopterygii
Gymnorhamphichthys_rosamariae,Actinopterygii
Gymnorhamphichthys_hypostomus,Actinopterygii
Electrophorus_voltai,Actinopterygii
Electrophorus_varii,Actinopterygii
Electrophorus_electricus,Actinopterygii
Gymnotus_ucamara,Actinopterygii
Gymnotus_arapaima,Actinopterygii
Gymnotus_bahianus,Actinopterygii
Gymnotus_choco,Actinopterygii
Gymnotus_ardilai,Actinopterygii
Gymnotus_carapo,Actinopterygii
Gymnotus_paraguensis,Actinopterygii
Gymnotus_chaviro,Actinopterygii
Gymnotus_sylvius,Actinopterygii
Gymnotus_cuia,Actinopterygii
Gymnotus_mamiraua,Actinopterygii
Gymnotus_chimarrao,Actinopterygii
Gymnotus_omarorum,Actinopterygii
Gymnotus_tigre,Actinopterygii
Gymnotus_curupira,Actinopterygii
Gymnotus_obscurus,Actinopterygii
Gymnotus_varzea,Actinopterygii
Gymnotus_pantanal,Actinopterygii
Gymnotus_panamensis,Actinopterygii
Gymnotus_cylindricus,Actinopterygii
Gymnotus_esmeraldas,Actinopterygii
Gymnotus_henni,Actinopterygii
Gymnotus_inaequilabiatus,Actinopterygii
Gymnotus_sp.,Actinopterygii
Gymnotus_anguillaris,Actinopterygii
Gymnotus_cataniapo,Actinopterygii
Gymnotus_pedanopterus,Actinopterygii
Gymnotus_cf._anguillaris_NRL-2009,Actinopterygii
Gymnotus_pantherinus,Actinopterygii
Gymnotus_jonasi,Actinopterygii
Gymnotus_cf._maculosus,Actinopterygii
Gymnotus_stenoleucus,Actinopterygii
Gymnotus_coropinae,Actinopterygii
Gymnotus_javari,Actinopterygii
Gymnotus_coatesi,Actinopterygii
Archolaemus_blax,Actinopterygii
Archolaemus_luciae,Actinopterygii
Distocyclus_conirostris,Actinopterygii
Eigenmannia_humboldtii,Actinopterygii
Eigenmannia_trilineata,Actinopterygii
Eigenmannia_macrops,Actinopterygii
Eigenmannia_vicentespelaea,Actinopterygii
Eigenmannia_cf._virescens,Actinopterygii
Eigenmannia_virescens,Actinopterygii
Eigenmannia_limbata,Actinopterygii
Rhabdolichops_stewarti,Actinopterygii
Rhabdolichops_electrogrammus,Actinopterygii
Rhabdolichops_jegui,Actinopterygii
Rhabdolichops_caviceps,Actinopterygii
Rhabdolichops_eastwardi,Actinopterygii
Rhabdolichops_troscheli,Actinopterygii
Rhabdolichops_navalha,Actinopterygii
Japigny_kirschbaum,Actinopterygii
Sternopygus_astrabes,Actinopterygii
Sternopygus_pejeraton,Actinopterygii
Sternopygus_aequilabiatus,Actinopterygii
Sternopygus_dariensis,Actinopterygii
Sternopygus_arenatus,Actinopterygii
Sternopygus_obtusirostris,Actinopterygii
Sternopygus_xingu,Actinopterygii
Sternopygus_branco,Actinopterygii
Sternopygus_macrurus,Actinopterygii
Tachysurus_sinensis,Actinopterygii
Notarius_neogranatensis,Actinopterygii
Notarius_aff._kessleri_RB-2009,Actinopterygii
Notarius_bonillai,Actinopterygii
Notarius_cookei,Actinopterygii
Notarius_kessleri,Actinopterygii
Aspistor_quadriscutis,Actinopterygii
Notarius_luniscutis,Actinopterygii
Notarius_planiceps,Actinopterygii
Notarius_aff._planiceps_RB-2004,Actinopterygii
Notarius_lentiginosus,Actinopterygii
Notarius_insculptus,Actinopterygii
Notarius_armbrusteri,Actinopterygii
Amphiarius_rugispinis,Actinopterygii
Notarius_grandicassis,Actinopterygii
Sciades_troschelii,Actinopterygii
Notarius_biffi,Actinopterygii
Cathorops_dasycephalus,Actinopterygii
Cathorops_taylori,Actinopterygii
Cathorops_steindachneri,Actinopterygii
Cathorops_tuyra,Actinopterygii
Cathorops_hypophthalmus,Actinopterygii
Cathorops_manglarensis,Actinopterygii
Cathorops_raredonae,Actinopterygii
Cathorops_fuerthii,Actinopterygii
Cathorops_aff._fuerthii_STRI-5726,Actinopterygii
Cathorops_cf._higuchii_RB-2009,Actinopterygii
Cathorops_nuchalis,Actinopterygii
Cathorops_wayuu,Actinopterygii
Cathorops_mapale,Actinopterygii
Cathorops_agassizii,Actinopterygii
Cathorops_arenatus,Actinopterygii
Cathorops_spixii,Actinopterygii
Cathorops_aguadulce,Actinopterygii
Cathorops_cf._festae_RB-2009,Actinopterygii
Cathorops_multiradiatus,Actinopterygii
Bagre_pinnimaculatus,Actinopterygii
Bagre_aff._marinus_RB-2012,Actinopterygii
Bagre_marinus,Actinopterygii
Bagre_aff._marinus_INVEMAR-PEC_5336,Actinopterygii
Bagre_bagre,Actinopterygii
Bagre_panamensis,Actinopterygii
Hemiarius_stormii,Actinopterygii
Cephalocassis_melanochir,Actinopterygii
Hexanematichthys_sagor,Actinopterygii
Arius_madagascariensis,Actinopterygii
Cryptarius_truncatus,Actinopterygii
Arius_subrostratus,Actinopterygii
Cephalocassis_borneensis,Actinopterygii
Arius_leptonotacanthus,Actinopterygii
Osteogeneiosus_militaris,Actinopterygii
Ketengus_typus,Actinopterygii
Arius_oetik,Actinopterygii
Arius_arius,Actinopterygii
Arius_gagora,Actinopterygii
Arius_aff._sp._A_RB-2009,Actinopterygii
Arius_sp._A_RB-2009,Actinopterygii
Arius_maculatus,Actinopterygii
Nemapteryx_aff._nenga_RB-2009,Actinopterygii
Nemapteryx_nenga,Actinopterygii
Hemiarius_sona,Actinopterygii
Neoarius_aff._leptaspis_RB-2009,Actinopterygii
Neoarius_leptaspis,Actinopterygii
Cinetodus_froggatti,Actinopterygii
Potamosilurus_coatesi,Actinopterygii
Potamosilurus_velutinus,Actinopterygii
Potamosilurus_macrorhynchus,Actinopterygii
Cinetodus_carinatus,Actinopterygii
Brustiarius_nox,Actinopterygii
Brustiarius_solidus,Actinopterygii
Neoarius_utarus,Actinopterygii
Potamosilurus_latirostris,Actinopterygii
Cochlefelis_danielsi,Actinopterygii
Cochlefelis_spatula,Actinopterygii
Nemapteryx_augusta,Actinopterygii
Hemiarius_dioctes,Actinopterygii
Amissidens_hainesi,Actinopterygii
Brustiarius_proximus,Actinopterygii
Neoarius_midgleyi,Actinopterygii
Neoarius_paucus,Actinopterygii
Sciades_mastersi,Actinopterygii
Neoarius_aff._graeffei_1_RB-2009,Actinopterygii
Neoarius_berneyi,Actinopterygii
Neoarius_aff._graeffei_2_RB-2009,Actinopterygii
Neoarius_graeffei,Actinopterygii
Nedystoma_novaeguineae,Actinopterygii
Nedystoma_dayi,Actinopterygii
Cinetodus_crassilabris,Actinopterygii
Nemapteryx_aff._armiger_RB-2009,Actinopterygii
Nemapteryx_armiger,Actinopterygii
Plicofollis_polystaphylodon,Actinopterygii
Plicofollis_layardi,Actinopterygii
Plicofollis_aff._layardi_RB-2009,Actinopterygii
Plicofollis_argyropleuron,Actinopterygii
Plicofollis_tonggol,Actinopterygii
Plicofollis_tenuispinis,Actinopterygii
Plicofollis_aff._argyropleuron_2_RB-2009,Actinopterygii
Plicofollis_cf._polystaphylodon_RB-2009,Actinopterygii
Plicofollis_aff._polystaphylodon_RB-2009,Actinopterygii
Plicofollis_aff._argyropleuron_1_RB-2009,Actinopterygii
Plicofollis_dussumieri,Actinopterygii
Plicofollis_nella,Actinopterygii
Carlarius_parkii,Actinopterygii
Carlarius_heudelotii,Actinopterygii
Carlarius_latiscutatus,Actinopterygii
Netuma_aff._thalassina_RB-2009,Actinopterygii
Netuma_thalassina,Actinopterygii
Arius_dispar,Actinopterygii
Netuma_bilineata,Actinopterygii
Netuma_aff._bilineata_RB-2009,Actinopterygii
Nemapteryx_caelata,Actinopterygii
Arius_venosus,Actinopterygii
Sciades_proops,Actinopterygii
Sciades_herzbergii,Actinopterygii
Sciades_couma,Actinopterygii
Sciades_passany,Actinopterygii
Sciades_parkeri,Actinopterygii
Sciades_dowii,Actinopterygii
Sciades_assimilis,Actinopterygii
Ariopsis_felis,Actinopterygii
Ariopsis_seemanni,Actinopterygii
Ariopsis_sp._RB-2009,Actinopterygii
Ariopsis_jimenezi,Actinopterygii
Sciades_guatemalensis,Actinopterygii
Potamarius_nelsoni,Actinopterygii
Potamarius_usumacintae,Actinopterygii
Potamarius_izabalensis,Actinopterygii
Chinchaysuyoa_labiata,Actinopterygii
Paragenidens_grandoculis,Actinopterygii
Occidentarius_platypogon,Actinopterygii
Genidens_genidens,Actinopterygii
Genidens_planifrons,Actinopterygii
Genidens_machadoi,Actinopterygii
Genidens_barbus,Actinopterygii
Galeichthys_sp._RB-2012,Actinopterygii
Galeichthys_feliceps,Actinopterygii
Galeichthys_ater,Actinopterygii
Galeichthys_peruvianus,Actinopterygii
Gogo_arcuatus,Actinopterygii
Cranoglanis_bouderius,Actinopterygii
Prietella_lundbergi,Actinopterygii
Pylodictis_olivaris,Actinopterygii
Noturus_exilis,Actinopterygii
Noturus_fasciatus,Actinopterygii
Noturus_elegans,Actinopterygii
Noturus_crypticus,Actinopterygii
Noturus_stanauli,Actinopterygii
Noturus_baileyi,Actinopterygii
Noturus_hildebrandi,Actinopterygii
Noturus_taylori,Actinopterygii
Noturus_gladiator,Actinopterygii
Noturus_stigmosus,Actinopterygii
Noturus_munitus,Actinopterygii
Noturus_placidus,Actinopterygii
Noturus_eleutherus,Actinopterygii
Noturus_furiosus,Actinopterygii
Noturus_flavater,Actinopterygii
Noturus_miurus,Actinopterygii
Noturus_flavipinnis,Actinopterygii
Noturus_maydeni,Actinopterygii
Noturus_albater,Actinopterygii
Noturus_leptacanthus,Actinopterygii
Noturus_funebris,Actinopterygii
Noturus_phaeus,Actinopterygii
Noturus_gilberti,Actinopterygii
Noturus_sp._broadtail-INHS90217,Actinopterygii
Noturus_insignis,Actinopterygii
Noturus_flavus,Actinopterygii
Noturus_lachneri,Actinopterygii
Noturus_gyrinus,Actinopterygii
Noturus_nocturnus,Actinopterygii
Ictalurus_balsanus,Actinopterygii
Ictalurus_furcatus,Actinopterygii
Ictalurus_pricei,Actinopterygii
Ictalurus_lupus,Actinopterygii
Ictalurus_punctatus,Actinopterygii
Prietella_phreatophila,Actinopterygii
Ameiurus_platycephalus,Actinopterygii
Ameiurus_catus,Actinopterygii
Ameiurus_brunneus,Actinopterygii
Ameiurus_serracanthus,Actinopterygii
Ameiurus_melas,Actinopterygii
Ameiurus_nebulosus,Actinopterygii
Ameiurus_natalis,Actinopterygii
Phyllonemus_sp._C_CP-2014,Actinopterygii
Phyllonemus_sp._D_CP-2014,Actinopterygii
Phyllonemus_sp._B_CP-2014,Actinopterygii
Phyllonemus_sp._A_CP-2014,Actinopterygii
Phyllonemus_filinemus,Actinopterygii
Phyllonemus_typus,Actinopterygii
Phyllonemus_aff._brichardi_CP-2014,Actinopterygii
Bathybagrus_tetranema,Actinopterygii
Chrysichthys_platycephalus,Actinopterygii
Chrysichthys_cf._grandis_CP-2014,Actinopterygii
Chrysichthys_sp._1_CP-2014,Actinopterygii
Lophiobagrus_brevispinis,Actinopterygii
Lophiobagrus_cyclurus,Actinopterygii
Lophiobagrus_aquilus,Actinopterygii
Chrysichthys_sianenna,Actinopterygii
Rheoglanis_dendrophorus,Actinopterygii
Clarotes_laticeps,Actinopterygii
Lacantunia_enigmatica,Actinopterygii
Chrysichthys_ornatus,Actinopterygii
Chrysichthys_sp._2_CP-2014,Actinopterygii
Chrysichthys_nigrodigitatus,Actinopterygii
Chrysichthys_mabusi,Actinopterygii
Chrysichthys_brachynema,Actinopterygii
Chrysichthys_helicophagus,Actinopterygii
Chrysichthys_auratus,Actinopterygii
Chrysichthys_sp._3_CP-2014,Actinopterygii
Chrysichthys_sp._4_CP-2014,Actinopterygii
Pseudolais_pleurotaenia,Actinopterygii
Pseudolais_micronemus,Actinopterygii
Helicophagus_typus,Actinopterygii
Helicophagus_leptorhynchus,Actinopterygii
Helicophagus_waandersii,Actinopterygii
Pangasius_conchophilus,Actinopterygii
Pangasius_nasutus,Actinopterygii
Pangasius_bocourti,Actinopterygii
Pangasius_larnaudii,Actinopterygii
Pangasius_krempfi,Actinopterygii
Pangasius_macronema,Actinopterygii
Pangasius_polyuranodon,Actinopterygii
Pangasius_sanitwongsei,Actinopterygii
Pangasianodon_gigas,Actinopterygii
Pangasianodon_hypophthalmus,Actinopterygii
Pangasius_pangasius,Actinopterygii
Malapterurus_electricus,Actinopterygii
Paradoxoglanis_parvus,Actinopterygii
Malapterurus_monsembeensis,Actinopterygii
Malapterurus_microstoma,Actinopterygii
Malapterurus_beninensis,Actinopterygii
Malapterurus_tanganyikaensis,Actinopterygii
Mochokiella_paynei,Actinopterygii
Synodontis_smiti,Actinopterygii
Synodontis_soloni,Actinopterygii
Synodontis_schoutedeni,Actinopterygii
Synodontis_alberti,Actinopterygii
Synodontis_congicus,Actinopterygii
Synodontis_notatus,Actinopterygii
Synodontis_ornatissimus,Actinopterygii
Synodontis_nummifer,Actinopterygii
Synodontis_pleurops,Actinopterygii
Synodontis_angelicus,Actinopterygii
Synodontis_longirostris,Actinopterygii
Synodontis_decorus,Actinopterygii
Synodontis_pardalis,Actinopterygii
Synodontis_brichardi,Actinopterygii
Synodontis_katangae,Actinopterygii
Synodontis_vanderwaali,Actinopterygii
Synodontis_aff._thamalakalensis_SAIAB_52277,Actinopterygii
Synodontis_nebulosus,Actinopterygii
Synodontis_leopardinus,Actinopterygii
Synodontis_woosnami,Actinopterygii
Synodontis_macrostigma,Actinopterygii
Synodontis_sp._CU_91588,Actinopterygii
Synodontis_flavitaeniatus,Actinopterygii
Synodontis_tessmanni,Actinopterygii
Synodontis_steindachneri,Actinopterygii
Synodontis_contractus,Actinopterygii
Synodontis_nigriventris,Actinopterygii
Synodontis_greshoffi,Actinopterygii
Synodontis_sp._CU_91594,Actinopterygii
Synodontis_unicolor,Actinopterygii
Synodontis_afrofischeri,Actinopterygii
Synodontis_aff._afrofischeri_CU_90419,Actinopterygii
Synodontis_sp._CU_94803,Actinopterygii
Synodontis_centralis,Actinopterygii
Synodontis_aff._laessoei_SAIAB_85182,Actinopterygii
Synodontis_rebeli,Actinopterygii
Synodontis_velifer,Actinopterygii
Synodontis_obesus,Actinopterygii
Synodontis_budgetti,Actinopterygii
Synodontis_cf._obesus_W080,Actinopterygii
Synodontis_tourei,Actinopterygii
Synodontis_waterloti,Actinopterygii
Synodontis_nigrita,Actinopterygii
Synodontis_albolineatus,Actinopterygii
Synodontis_batesii,Actinopterygii
Synodontis_ocellifer,Actinopterygii
Synodontis_aff._petricola_JJD-2006,Actinopterygii
Synodontis_polli,Actinopterygii
Synodontis_dhonti,Actinopterygii
Synodontis_aff._ilebrevis_BMNH_2006.3.6.25,Actinopterygii
Synodontis_petricola,Actinopterygii
Synodontis_irsacae,Actinopterygii
Synodontis_lucipinnis,Actinopterygii
Synodontis_aff._tanganyicae_CU_88758,Actinopterygii
Synodontis_victoriae,Actinopterygii
Synodontis_grandiops,Actinopterygii
Synodontis_multipunctatus,Actinopterygii
Synodontis_granulosus,Actinopterygii
Synodontis_rukwaensis,Actinopterygii
Synodontis_sp._SAIAB_73898,Actinopterygii
Synodontis_njassae,Actinopterygii
Synodontis_zambezensis,Actinopterygii
Synodontis_acanthomias,Actinopterygii
Synodontis_nigromaculata,Actinopterygii
Synodontis_sp._ngamensis,Actinopterygii
Synodontis_melanostictus,Actinopterygii
Synodontis_gobroni,Actinopterygii
Synodontis_courteti,Actinopterygii
Synodontis_membranacea,Actinopterygii
Synodontis_batensoda,Actinopterygii
Synodontis_resupinatus,Actinopterygii
Synodontis_annectens,Actinopterygii
Synodontis_eupterus,Actinopterygii
Synodontis_gambiensis,Actinopterygii
Synodontis_sorex,Actinopterygii
Synodontis_clarias,Actinopterygii
Synodontis_thysi,Actinopterygii
Synodontis_violaceus,Actinopterygii
Synodontis_caudovittatus,Actinopterygii
Synodontis_frontosus,Actinopterygii
Synodontis_aff._punctulata_BMNH_2007.8.29.25,Actinopterygii
Synodontis_aff._schall_A042,Actinopterygii
Synodontis_schall,Actinopterygii
Synodontis_ouemeensis,Actinopterygii
Synodontis_serratus,Actinopterygii
Synodontis_filamentosus,Actinopterygii
Mochokus_niloticus,Actinopterygii
Microsynodontis_sp._CU_89213,Actinopterygii
Atopochilus_savorgnani,Actinopterygii
Euchilichthys_dybowskii,Actinopterygii
Chiloglanis_asymetricaudalis,Actinopterygii
Chiloglanis_niloticus,Actinopterygii
Euchilichthys_boulengeri,Actinopterygii
Zaireichthys,Actinopterygii
Amphilius_cf._jacksonii_CU_90426,Actinopterygii
Belonoglanis_tenuis,Actinopterygii
Phractura_longicauda,Actinopterygii
Amphilius_rheophilus,Actinopterygii
Amphilius_jacksonii,Actinopterygii
Amphilius_atesuensis,Actinopterygii
