Taxon,Group
Dendrobates_tinctorius,Amphibia
Dendrobates_leucomelas,Amphibia
Minyobates_steyermarki,Amphibia
Adelphobates_quinquevittatus,Amphibia
Adelphobates_galactonotus,Amphibia
Adelphobates_castaneoticus,Amphibia
Ranitomeya_summersi,Amphibia
Ranitomeya_reticulata,Amphibia
Ranitomeya_defleri,Amphibia
Ranitomeya_uakarii,Amphibia
Ranitomeya_fantastica,Amphibia
Ranitomeya_amazonica,Amphibia
Ranitomeya_variabilis,Amphibia
Ranitomeya_ventrimaculata,Amphibia
Ranitomeya_imitator,Amphibia
Ranitomeya_vanzolinii,Amphibia
Ranitomeya_flavovittata,Amphibia
Ranitomeya_sirensis,Amphibia
Andinobates_virolinensis,Amphibia
Andinobates_bombetes,Amphibia
Andinobates_claudiae,Amphibia
Andinobates_minutus,Amphibia
Andinobates_fulguritus,Amphibia
Excidobates_mysteriosus,Amphibia
Excidobates_captivus,Amphibia
Ameerega_silverstonei,Amphibia
Ameerega_altamazonica,Amphibia
Ameerega_rubriventris,Amphibia
Ameerega_ignipedis,Amphibia
Ameerega_macero,Amphibia
Ameerega_cainarachi,Amphibia
Ameerega_petersi,Amphibia
Ameerega_trivittata,Amphibia
Ameerega_hahneli,Amphibia
Ameerega_picta,Amphibia
Ameerega_shihuemoy,Amphibia
Ameerega_simulans,Amphibia
Ameerega_pulchripecta,Amphibia
Ameerega_yoshina,Amphibia
Ameerega_bassleri,Amphibia
Ameerega_pepperi,Amphibia
Ameerega_bilinguis,Amphibia
Ameerega_pongoensis,Amphibia
Ameerega_parvula,Amphibia
Ameerega_sp._NMM-2011,Amphibia
Ameerega_flavopicta,Amphibia
Ameerega_munduruku,Amphibia
Ameerega_braccata,Amphibia
Ameerega_boehmei,Amphibia
Leucostethus_fraterdanieli,Amphibia
Leucostethus_argyrogaster,Amphibia
Leucostethus_fugax,Amphibia
Colostethus_panamansis,Amphibia
Colostethus_inguinalis,Amphibia
Colostethus_imbricolus,Amphibia
Colostethus_latinasus,Amphibia
Colostethus_pratti,Amphibia
Colostethus_sp._ReservaDucke,Amphibia
Colostethus_sp._PEG-M1,Amphibia
Colostethus_sp._Nebulina,Amphibia
Silverstoneia_nubicola,Amphibia
Silverstoneia_flotator,Amphibia
Epipedobates_boulengeri,Amphibia
Epipedobates_tricolor,Amphibia
Epipedobates_anthonyi,Amphibia
Epipedobates_machalilla,Amphibia
Epipedobates_espinosai,Amphibia
Rhinella_centralis,Amphibia
Rhinella_humboldti,Amphibia
Rhinella_granulosa,Amphibia
Rhinella_azarai,Amphibia
Rhinella_bergi,Amphibia
Rhinella_pygmaea,Amphibia
Rhinella_mirandaribeiroi,Amphibia
Rhinella_merianae,Amphibia
Rhinella_major,Amphibia
Rhinella_dorbignyi,Amphibia
Rhinella_fernandezae,Amphibia
Rhinella_bernardoi,Amphibia
Rhinella_icterica,Amphibia
Rhinella_arenarum,Amphibia
Rhinella_achavali,Amphibia
Rhinella_rubescens,Amphibia
Rhinella_diptycha,Amphibia
Rhinella_cerradensis,Amphibia
Rhinella_jimi,Amphibia
Rhinella_marina,Amphibia
Rhinella_poeppigii,Amphibia
Rhinella_veredas,Amphibia
Rhinella_ornata,Amphibia
Rhinella_henseli,Amphibia
Rhinella_crucifer,Amphibia
Rhinella_manu,Amphibia
Rhinella_nesiotes,Amphibia
Rhinella_chavin,Amphibia
Rhinella_rostrata,Amphibia
Rhinella_macrorhina,Amphibia
Rhinella_festae,Amphibia
Rhinella_cf._typhonius_KU_215145,Amphibia
Rhinella_margaritifera,Amphibia
Rhinella_sp._ESTR00173,Amphibia
Rhinella_dapsilis,Amphibia
Rhinella_sp._ROM40103,Amphibia
Rhinella_castaneotica,Amphibia
Rhinella_ocellata,Amphibia
Rhinella_amboroensis,Amphibia
Rhinella_veraguensis,Amphibia
Rhinella_cf._typhonius_USNM_268828,Amphibia
Rhinella_vellardi,Amphibia
Rhinella_limensis,Amphibia
Rhinella_arequipensis,Amphibia
Rhinella_spinulosa,Amphibia
Rhinella_arunco,Amphibia
Rhinella_atacamensis,Amphibia
Incilius_macrocristatus,Amphibia
Incilius_campbelli,Amphibia
Incilius_leucomyos,Amphibia
Incilius_tutelarius,Amphibia
Incilius_valliceps,Amphibia
Incilius_nebulifer,Amphibia
Incilius_cavifrons,Amphibia
Incilius_spiculatus,Amphibia
Incilius_cristatus,Amphibia
Incilius_mazatlanensis,Amphibia
Incilius_luetkenii,Amphibia
Incilius_melanochlorus,Amphibia
Incilius_aucoinae,Amphibia
Incilius_porteri,Amphibia
Incilius_signifer,Amphibia
Incilius_cycladen,Amphibia
Incilius_pisinnus,Amphibia
Incilius_ibarrai,Amphibia
Incilius_coccifer,Amphibia
Incilius_coniferus,Amphibia
Incilius_fastidiosus,Amphibia
Crepidophryne_chompipe,Amphibia
Incilius_marmoreus,Amphibia
Incilius_canaliferus,Amphibia
Incilius_perplexus,Amphibia
Incilius_alvarius,Amphibia
Incilius_occidentalis,Amphibia
Incilius_tacanensis,Amphibia
Incilius_bocourti,Amphibia
Anaxyrus_fowleri,Amphibia
Anaxyrus_houstonensis,Amphibia
Anaxyrus_americanus,Amphibia
Anaxyrus_hemiophrys,Amphibia
Anaxyrus_baxteri,Amphibia
Anaxyrus_woodhousii,Amphibia
Anaxyrus_terrestris,Amphibia
Anaxyrus_sp._velatus,Amphibia
Anaxyrus_microscaphus,Amphibia
Anaxyrus_californicus,Amphibia
Anaxyrus_speciosus,Amphibia
Anaxyrus_retiformis,Amphibia
Anaxyrus_debilis,Amphibia
Anaxyrus_cognatus,Amphibia
Anaxyrus_quercicus,Amphibia
Anaxyrus_punctatus,Amphibia
Anaxyrus_exsul,Amphibia
Anaxyrus_canorus,Amphibia
Anaxyrus_nelsoni,Amphibia
Anaxyrus_boreas,Amphibia
Strauchbufo_raddei,Amphibia
Bufo_aspinius,Amphibia
Bufo_cryptotympanicus,Amphibia
Bufo_tuberospinius,Amphibia
Bufo_verrucosissimus,Amphibia
Bufo_bufo,Amphibia
Bufo_eichwaldi,Amphibia
Bufo_bankorensis,Amphibia
Bufo_gargarizans,Amphibia
Bufo_stejnegeri,Amphibia
Bufo_torrenticola,Amphibia
Bufo_japonicus,Amphibia
Bufo_pageoti,Amphibia
Bufo_tuberculatus,Amphibia
Bufo_tibetanus,Amphibia
Epidalea_calamita,Amphibia
Leptophryne_borbonica,Amphibia
Ansonia_malayana,Amphibia
Ansonia_sp._LSUHC_8049,Amphibia
Ansonia_sp._KUHE_35066,Amphibia
Ansonia_kraensis,Amphibia
Ansonia_inthanon,Amphibia
Ansonia_sp._KUHE_38071,Amphibia
Ansonia_siamensis,Amphibia
Ansonia_endauensis,Amphibia
Ansonia_tiomanica,Amphibia
Ansonia_latirostra,Amphibia
Ansonia_penangensis,Amphibia
Ansonia_sp._BORN_08424,Amphibia
Ansonia_minuta,Amphibia
Ansonia_platysoma,Amphibia
Ansonia_sp._KUHE_12488,Amphibia
Ansonia_hanitschi,Amphibia
Ansonia_spinulifer,Amphibia
Ansonia_leptopus,Amphibia
Ansonia_sp._LSUHC_4991,Amphibia
Ansonia_sp._KUHE_17381,Amphibia
Ansonia_longidigita,Amphibia
Ansonia_thinthinae,Amphibia
Ansonia_torrentis,Amphibia
Ansonia_albomaculata,Amphibia
Ansonia_fuliginea,Amphibia
Ansonia_guibei,Amphibia
Ansonia_sp._1_Sanguila_et_al._2011,Amphibia
Ansonia_sp._2_Sanguila_et_al._2011,Amphibia
Ansonia_mcgregori,Amphibia
Ansonia_muelleri,Amphibia
Pelophryne_misera,Amphibia
Pelophryne_signata,Amphibia
Pelophryne_brevipes,Amphibia
Sabahphrynus_maculatus,Amphibia
Ingerophrynus_macrotis,Amphibia
Ingerophrynus_galeatus,Amphibia
Ingerophrynus_philippinicus,Amphibia
Ingerophrynus_divergens,Amphibia
Ingerophrynus_biporcatus,Amphibia
Ingerophrynus_celebensis,Amphibia
Xanthophryne_koynayensis,Amphibia
Duttaphrynus_olivaceus,Amphibia
Duttaphrynus_stomaticus,Amphibia
Duttaphrynus_hololius,Amphibia
Duttaphrynus_dhufarensis,Amphibia
Duttaphrynus_stuarti,Amphibia
Duttaphrynus_crocus,Amphibia
Duttaphrynus_parietalis,Amphibia
Duttaphrynus_brevirostris,Amphibia
Duttaphrynus_melanostictus,Amphibia
Duttaphrynus_sp._FB-2009b,Amphibia
Duttaphrynus_atukoralei,Amphibia
Duttaphrynus_scaber,Amphibia
Duttaphrynus_himalayanus,Amphibia
Adenomus_kelaartii,Amphibia
Pedostibes_tuberculosus,Amphibia
Rhinella_sternosignata,Amphibia
Rentapia_everetti,Amphibia
Rentapia_hosii,Amphibia
Phrynoidis_asper,Amphibia
Phrynoidis_juxtasper,Amphibia
Ansonia_ornata,Amphibia
Didynamipus_sjostedti,Amphibia
Nimbaphrynoides_occidentalis,Amphibia
Altiphrynoides_cf._osgoodi_HCL-2014,Amphibia
Altiphrynoides_malcolmi,Amphibia
Schismaderma_carens,Amphibia
Churamiti_maridadi,Amphibia
Nectophrynoides_wendyae,Amphibia
Nectophrynoides_laticeps,Amphibia
Nectophrynoides_viviparus,Amphibia
Nectophrynoides_cf._viviparus_HCL-2014,Amphibia
Nectophrynoides_pseudotornieri,Amphibia
Nectophrynoides_minutus,Amphibia
Nectophrynoides_tornieri,Amphibia
Nectophrynoides_vestergaardi,Amphibia
Nectophrynoides_cf._tornieri_HCL-2014,Amphibia
Nectophrynoides_paulae,Amphibia
Nectophrynoides_sp._HCL-2014,Amphibia
Nectophrynoides_poyntoni,Amphibia
Nectophrynoides_asperginis,Amphibia
Barbarophryne_brongersmai,Amphibia
Bufotes_surdus,Amphibia
Bufotes_sitibundus,Amphibia
Bufotes_viridis,Amphibia
Bufotes_balearicus,Amphibia
Bufotes_cf._oblongus_FB-2010,Amphibia
Bufotes_oblongus,Amphibia
Bufotes_cf._pewzowi_FB-2009,Amphibia
Bufotes_pewzowi,Amphibia
Bufotes_cf._luristanicus_FB-2010,Amphibia
Bufotes_cf._variabilis_FB-2009,Amphibia
Bufotes_pseudoraddei,Amphibia
Bufotes_boulengeri,Amphibia
Werneria_mertensiana,Amphibia
Werneria_submontana,Amphibia
Werneria_tandyi,Amphibia
Werneria_bambutensis,Amphibia
Wolterstorffina_parvipalmata,Amphibia
Wolterstorffina_mirei,Amphibia
Wolterstorffina_chirioi,Amphibia
Nectophryne_afra,Amphibia
Nectophryne_batesii,Amphibia
Sclerophrys_latifrons,Amphibia
Sclerophrys_togoensis,Amphibia
Sclerophrys_maculata,Amphibia
Sclerophrys_regularis,Amphibia
Sclerophrys_gracilipes,Amphibia
Sclerophrys_kisoloensis,Amphibia
Sclerophrys_villiersi,Amphibia
Sclerophrys_sp._HCL-2014,Amphibia
Sclerophrys_cf._kisoloensis_HCL-2014,Amphibia
Sclerophrys_camerunensis,Amphibia
Sclerophrys_xeros,Amphibia
Sclerophrys_gutturalis,Amphibia
Sclerophrys_garmani,Amphibia
Sclerophrys_tuberosa,Amphibia
Sclerophrys_taiensis,Amphibia
Sclerophrys_dodsoni,Amphibia
Sclerophrys_brauni,Amphibia
Sclerophrys_poweri,Amphibia
Sclerophrys_capensis,Amphibia
Sclerophrys_lemairii,Amphibia
Sclerophrys_pardalis,Amphibia
Sclerophrys_pantherina,Amphibia
Sclerophrys_steindachneri,Amphibia
Sclerophrys_blanfordii,Amphibia
Sclerophrys_asmarae,Amphibia
Sclerophrys_arabica,Amphibia
Sclerophrys_mauritanica,Amphibia
Sclerophrys_pentoni,Amphibia
Sclerophrys_tihamica,Amphibia
Poyntonophrynus_vertebralis,Amphibia
Capensibufo_rosei,Amphibia
Capensibufo_tradouwi,Amphibia
Stephopaedes_loveridgei,Amphibia
Stephopaedes_usambarae,Amphibia
Stephopaedes_howelli,Amphibia
Mertensophryne_anotis,Amphibia
Mertensophryne_lindneri,Amphibia
Mertensophryne_micranotis,Amphibia
Mertensophryne_taitana,Amphibia
Mertensophryne_uzunguensis,Amphibia
Mertensophryne_sp._HCL-2014,Amphibia
Poyntonophrynus_damaranus,Amphibia
Poyntonophrynus_dombensis,Amphibia
Poyntonophrynus_fenoulheti,Amphibia
Vandijkophrynus_sp._HCL-2014,Amphibia
Vandijkophrynus_angusticeps,Amphibia
Vandijkophrynus_inyangae,Amphibia
Vandijkophrynus_amatolicus,Amphibia
Vandijkophrynus_robinsoni,Amphibia
Vandijkophrynus_gariepensis,Amphibia
Rhaebo_nasicus,Amphibia
Rhaebo_guttatus,Amphibia
Rhaebo_glaberrimus,Amphibia
Rhaebo_haematiticus,Amphibia
Peltophryne_lemur,Amphibia
Peltophryne_florentinoi,Amphibia
Peltophryne_peltocephala,Amphibia
Peltophryne_fustiger,Amphibia
Peltophryne_cataulaciceps,Amphibia
Peltophryne_empusa,Amphibia
Peltophryne_taladai,Amphibia
Peltophryne_longinasus,Amphibia
Peltophryne_gundlachi,Amphibia
Peltophryne_guentheri,Amphibia
Nannophryne_variegata,Amphibia
Nannophryne_cophotis,Amphibia
Dendrophryniscus_sp._3035T,Amphibia
Dendrophryniscus_sp._296MC,Amphibia
Dendrophryniscus_oreites,Amphibia
Dendrophryniscus_carvalhoi,Amphibia
Dendrophryniscus_proboscideus,Amphibia
Dendrophryniscus_leucomystax,Amphibia
Dendrophryniscus_brevipollicatus,Amphibia
Dendrophryniscus_krausae,Amphibia
Dendrophryniscus_berthalutzae,Amphibia
Amazophrynella_bokermanni,Amphibia
Amazophrynella_manaos,Amphibia
Amazophrynella_minuta,Amphibia
Oreophrynella_cryptica,Amphibia
Oreophrynella_nigra,Amphibia
Oreophrynella_quelchii,Amphibia
Oreophrynella_vasquezi,Amphibia
Oreophrynella_weiassipuensis,Amphibia
Oreophrynella_seegobini,Amphibia
Oreophrynella_macconnelli,Amphibia
Atelopus_ignescens,Amphibia
Atelopus_bomolochos,Amphibia
Atelopus_halihelos,Amphibia
Atelopus_nanay,Amphibia
Atelopus_peruensis,Amphibia
Atelopus_senex,Amphibia
Atelopus_varius,Amphibia
Atelopus_zeteki,Amphibia
Atelopus_chiriquiensis,Amphibia
Atelopus_spurrelli,Amphibia
Atelopus_longirostris,Amphibia
Atelopus_oxapampae,Amphibia
Atelopus_tricolor,Amphibia
Atelopus_flavescens,Amphibia
Atelopus_franciscus,Amphibia
Atelopus_barbotini,Amphibia
Atelopus_spumarius,Amphibia
Atelopus_hoogmoedi,Amphibia
Atelopus_pulcher,Amphibia
Atelopus_seminiferus,Amphibia
Frostius_erythrophthalmus,Amphibia
Osornophryne_angel,Amphibia
Osornophryne_bufoniformis,Amphibia
Osornophryne_antisana,Amphibia
Osornophryne_puruanta,Amphibia
Osornophryne_simpsoni,Amphibia
Osornophryne_sumacoensis,Amphibia
Osornophryne_occidentalis,Amphibia
Osornophryne_guacamayo,Amphibia
Osornophryne_cofanorum,Amphibia
Melanophryniscus_setiba,Amphibia
Melanophryniscus_klappenbachi,Amphibia
Melanophryniscus_stelzneri,Amphibia
Melanophryniscus_fulvoguttatus,Amphibia
Melanophryniscus_rubriventris,Amphibia
Melanophryniscus_devincenzii,Amphibia
Melanophryniscus_pachyrhynus,Amphibia
Melanophryniscus_orejasmirandai,Amphibia
Vitreorana_antisthenesi,Amphibia
Vitreorana_castroviejoi,Amphibia
Vitreorana_eurygnatha,Amphibia
Vitreorana_ritae,Amphibia
Vitreorana_helenae,Amphibia
Vitreorana_gorzulae,Amphibia
Vitreorana_uranoscopa,Amphibia
Sachatamia_ilex,Amphibia
Sachatamia_punctulata,Amphibia
Sachatamia_albomaculata,Amphibia
Rulyrana_susatamai,Amphibia
Rulyrana_adiazeta,Amphibia
Rulyrana_flavopunctata,Amphibia
Rulyrana_spiculata,Amphibia
Cochranella_nola,Amphibia
Cochranella_mache,Amphibia
Cochranella_euknemos,Amphibia
Cochranella_granulosa,Amphibia
Cochranella_litoralis,Amphibia
Chimerella_mariaelenae,Amphibia
Espadarana_andina,Amphibia
Espadarana_callistomma,Amphibia
Espadarana_prosoblepon,Amphibia
Teratohyla_pulverata,Amphibia
Teratohyla_spinosa,Amphibia
Teratohyla_midas,Amphibia
Nymphargus_siren,Amphibia
Nymphargus_megacheirus,Amphibia
Nymphargus_rosada,Amphibia
Nymphargus_mariae,Amphibia
Nymphargus_cochranae,Amphibia
Nymphargus_wileyi,Amphibia
Nymphargus_griffithsi,Amphibia
Nymphargus_bejaranoi,Amphibia
Nymphargus_posadae,Amphibia
Nymphargus_pluvialis,Amphibia
Nymphargus_mixomaculatus,Amphibia
Nymphargus_grandisonae,Amphibia
Centrolene_muelleri,Amphibia
Centrolene_condor,Amphibia
Centrolene_lynchi,Amphibia
Centrolene_huilense,Amphibia
Centrolene_ballux,Amphibia
Centrolene_heloderma,Amphibia
Centrolene_notostictum,Amphibia
Centrolene_altitudinale,Amphibia
Centrolene_buckleyi,Amphibia
Centrolene_venezuelense,Amphibia
Centrolene_hesperium,Amphibia
Centrolene_pipilatum,Amphibia
Centrolene_hybrida,Amphibia
Centrolene_bacatum,Amphibia
Centrolene_geckoideum,Amphibia
Centrolene_peristicta,Amphibia
Centrolene_antioquiensis,Amphibia
Centrolene_savagei,Amphibia
Centrolene_daidaleum,Amphibia
Ikakogi_tayrona,Amphibia
Hyalinobatrachium_sp._MIZA_317,Amphibia
Hyalinobatrachium_orocostale,Amphibia
Hyalinobatrachium_fragile,Amphibia
Hyalinobatrachium_orientale,Amphibia
Hyalinobatrachium_ibama,Amphibia
Hyalinobatrachium_pallidum,Amphibia
Hyalinobatrachium_duranti,Amphibia
Hyalinobatrachium_tatayoi,Amphibia
Hyalinobatrachium_fleischmanni,Amphibia
Hyalinobatrachium_carlesvilai,Amphibia
Hyalinobatrachium_mondolfii,Amphibia
Hyalinobatrachium_munozorum,Amphibia
Hyalinobatrachium_crurifasciatum,Amphibia
Hyalinobatrachium_ignioculus,Amphibia
Hyalinobatrachium_eccentricum,Amphibia
Hyalinobatrachium_taylori,Amphibia
Hyalinobatrachium_iaspidiense,Amphibia
Hyalinobatrachium_chirripoi,Amphibia
Hyalinobatrachium_colymbiphyllum,Amphibia
Hyalinobatrachium_talamancae,Amphibia
Hyalinobatrachium_bergeri,Amphibia
Hyalinobatrachium_pellucidum,Amphibia
Hyalinobatrachium_valerioi,Amphibia
Hyalinobatrachium_aureoguttatum,Amphibia
Celsiella_revocata,Amphibia
Celsiella_vozmedianoi,Amphibia
Allophryne_ruthveni,Amphibia
Rupirana_cardosoi,Amphibia
Crossodactylodes_septentrionalis,Amphibia
Paratelmatobius_mantiqueira,Amphibia
Scythrophrys_sawayae,Amphibia
Paratelmatobius_gaigeae,Amphibia
Paratelmatobius_poecilogaster,Amphibia
Paratelmatobius_cardosoi,Amphibia
Hydrolaetare_caparu,Amphibia
Leptodactylus_syphax,Amphibia
Leptodactylus_rhodomystax,Amphibia
Leptodactylus_longirostris,Amphibia
Leptodactylus_bufonius,Amphibia
Leptodactylus_fuscus,Amphibia
Leptodactylus_plaumanni,Amphibia
Leptodactylus_gracilis,Amphibia
Leptodactylus_albilabris,Amphibia
Leptodactylus_mystaceus,Amphibia
Leptodactylus_didymus,Amphibia
Leptodactylus_notoaktites,Amphibia
Leptodactylus_spixi,Amphibia
Leptodactylus_elenae,Amphibia
Leptodactylus_mystacinus,Amphibia
Leptodactylus_knudseni,Amphibia
Leptodactylus_pentadactylus,Amphibia
Leptodactylus_labyrinthicus,Amphibia
Leptodactylus_fallax,Amphibia
Leptodactylus_myersi,Amphibia
Leptodactylus_stenodema,Amphibia
Leptodactylus_vastus,Amphibia
Leptodactylus_rhodonotus,Amphibia
Leptodactylus_griseigularis,Amphibia
Leptodactylus_discodactylus,Amphibia
Leptodactylus_podicipinus,Amphibia
Leptodactylus_diedrus,Amphibia
Leptodactylus_pallidirostris,Amphibia
Leptodactylus_validus,Amphibia
Leptodactylus_wagneri,Amphibia
Leptodactylus_melanonotus,Amphibia
Leptodactylus_latrans,Amphibia
Leptodactylus_sp._PHV2553,Amphibia
Leptodactylus_riveroi,Amphibia
Leptodactylus_petersii,Amphibia
Leptodactylus_leptodactyloides,Amphibia
Leptodactylus_bolivianus,Amphibia
Leptodactylus_chaquensis,Amphibia
Leptodactylus_silvanimbus,Amphibia
Lithodytes_lineatus,Amphibia
Adenomera_chicomendesi,Amphibia
Adenomera_sp._D,Amphibia
Adenomera_simonstuarti,Amphibia
Adenomera_andreae,Amphibia
Adenomera_sp._T,Amphibia
Adenomera_nana,Amphibia
Adenomera_engelsi,Amphibia
Adenomera_sp._N,Amphibia
Adenomera_bokermanni,Amphibia
Adenomera_sp._O,Amphibia
Adenomera_sp._S,Amphibia
Adenomera_ajurauna,Amphibia
Adenomera_sp._J,Amphibia
Adenomera_marmorata,Amphibia
Adenomera_sp._K,Amphibia
Adenomera_sp._A,Amphibia
Adenomera_sp._R,Amphibia
Adenomera_araucaria,Amphibia
Adenomera_sp._M,Amphibia
Adenomera_sp._L,Amphibia
Adenomera_thomei,Amphibia
Adenomera_sp._B,Amphibia
Adenomera_saci,Amphibia
Adenomera_martinezi,Amphibia
Adenomera_diptyx,Amphibia
Adenomera_hylaedactyla,Amphibia
Adenomera_sp._Q,Amphibia
Adenomera_heyeri,Amphibia
Adenomera_sp._H,Amphibia
Adenomera_sp._F,Amphibia
Adenomera_sp._G,Amphibia
Adenomera_sp._CHUNB27648,Amphibia
Adenomera_sp._I,Amphibia
Adenomera_sp._P,Amphibia
Adenomera_lutzi,Amphibia
Pseudopaludicola_falcipes,Amphibia
Pseudopaludicola_mystacalis,Amphibia
Engystomops_guayaco,Amphibia
Engystomops_coloradorum,Amphibia
Engystomops_randi,Amphibia
Engystomops_montubio,Amphibia
Engystomops_pustulatus,Amphibia
Engystomops_petersi,Amphibia
Engystomops_freibergi,Amphibia
Engystomops_pustulosus,Amphibia
Physalaemus_centralis,Amphibia
Physalaemus_cuvieri,Amphibia
Physalaemus_ephippifer,Amphibia
Physalaemus_albonotatus,Amphibia
Physalaemus_barrioi,Amphibia
Physalaemus_gracilis,Amphibia
Physalaemus_biligonigerus,Amphibia
Physalaemus_riograndensis,Amphibia
Physalaemus_signifer,Amphibia
Physalaemus_nattereri,Amphibia
Physalaemus_maculiventris,Amphibia
Edalorhina_perezi,Amphibia
Pleurodema_cinereum,Amphibia
Pleurodema_borellii,Amphibia
Pleurodema_tucumanum,Amphibia
Pleurodema_diplolister,Amphibia
Pleurodema_kriegi,Amphibia
Pleurodema_bibroni,Amphibia
Pleurodema_thaul,Amphibia
Pleurodema_somuncurensis,Amphibia
Pleurodema_bufoninum,Amphibia
Pleurodema_marmoratum,Amphibia
Pleurodema_nebulosum,Amphibia
Pleurodema_brachyops,Amphibia
Scinax_chiquitanus,Amphibia
Scinax_fuscomarginatus,Amphibia
Scinax_elaeochroa,Amphibia
Scinax_staufferi,Amphibia
Scinax_squalirostris,Amphibia
Scinax_cruentommus,Amphibia
Scinax_boesemani,Amphibia
Scinax_ruber,Amphibia
Scinax_x-signatus,Amphibia
Scinax_nasicus,Amphibia
Scinax_fuscovarius,Amphibia
Scinax_hayii,Amphibia
Scinax_ictericus,Amphibia
Scinax_crospedospilus,Amphibia
Scinax_garbei,Amphibia
Scinax_proboscideus,Amphibia
Scinax_jolyi,Amphibia
Scinax_sugillatus,Amphibia
Scinax_boulengeri,Amphibia
Scinax_nebulosus,Amphibia
Scinax_rostratus,Amphibia
Scinax_acuminatus,Amphibia
Scinax_uruguayus,Amphibia
Scinax_berthae,Amphibia
Ololygon_catharinae,Amphibia
Scinax_faivovichi,Amphibia
Scinax_peixotoi,Amphibia
Scinax_perpusillus,Amphibia
Sphaenorhynchus_orophilus,Amphibia
Sphaenorhynchus_dorisae,Amphibia
Sphaenorhynchus_lacteus,Amphibia
Itapotihyla_langsdorffii,Amphibia
Phytotriades_auratus,Amphibia
Tepuihyla_exophthalma,Amphibia
Tepuihyla_talbergae,Amphibia
Tepuihyla_rodriguezi,Amphibia
Tepuihyla_edelcae,Amphibia
Tepuihyla_aecii,Amphibia
Osteocephalus_alboguttatus,Amphibia
Osteocephalus_fuscifacies,Amphibia
Osteocephalus_deridens,Amphibia
Osteocephalus_planiceps,Amphibia
Osteocephalus_leprieurii,Amphibia
Osteocephalus_taurinus,Amphibia
Osteocephalus_oophagus,Amphibia
Osteocephalus_yasuni,Amphibia
Osteocephalus_verruciger,Amphibia
Osteocephalus_buckleyi,Amphibia
Osteocephalus_cabrerai,Amphibia
Osteocephalus_mutabor,Amphibia
Osteopilus_vastus,Amphibia
Osteopilus_wilderi,Amphibia
Osteopilus_marianae,Amphibia
Osteopilus_ocellatus,Amphibia
Osteopilus_crucialis,Amphibia
Osteopilus_dominicensis,Amphibia
Osteopilus_pulchrilineatus,Amphibia
Osteopilus_septentrionalis,Amphibia
Phyllodytes_luteolus,Amphibia
Corythomantis_greeningi,Amphibia
Nyctimantis_brunoi,Amphibia
Nyctimantis_rugiceps,Amphibia
Nyctimantis_siemersi,Amphibia
Trachycephalus_jordani,Amphibia
Trachycephalus_imitatrix,Amphibia
Trachycephalus_nigromaculatus,Amphibia
Trachycephalus_venulosus,Amphibia
Trachycephalus_hadroceps,Amphibia
Trachycephalus_resinifictrix,Amphibia
Trachycephalus_coriaceus,Amphibia
Trachycephalus_mesophaeus,Amphibia
Pseudacris_feriarum,Amphibia
Pseudacris_triseriata,Amphibia
Pseudacris_kalmi,Amphibia
Pseudacris_nigrita,Amphibia
Pseudacris_clarkii,Amphibia
Pseudacris_maculata,Amphibia
Pseudacris_fouquettei,Amphibia
Pseudacris_brachyphona,Amphibia
Pseudacris_brimleyi,Amphibia
Pseudacris_illinoensis,Amphibia
Pseudacris_streckeri,Amphibia
Pseudacris_ornata,Amphibia
Pseudacris_ocularis,Amphibia
Pseudacris_crucifer,Amphibia
Pseudacris_cadaverina,Amphibia
Pseudacris_regilla,Amphibia
Acris_gryllus,Amphibia
Acris_blanchardi,Amphibia
Acris_crepitans,Amphibia
Triprion_spatulatus,Amphibia
Triprion_spinosus,Amphibia
Triprion_petasatus,Amphibia
Anotheca,Amphibia
Smilisca_baudinii,Amphibia
Smilisca_puma,Amphibia
Smilisca_phaeota,Amphibia
Smilisca_cyanosticta,Amphibia
Smilisca_fodiens,Amphibia
Smilisca_sordida,Amphibia
Smilisca_sila,Amphibia
Isthmohyla_tica,Amphibia
Isthmohyla_rivularis,Amphibia
Isthmohyla_zeteki,Amphibia
Isthmohyla_pseudopuma,Amphibia
Tlalocohyla_godmani,Amphibia
Tlalocohyla_loquax,Amphibia
Tlalocohyla_picta,Amphibia
Tlalocohyla_smithii,Amphibia
Hyla_arborea,Amphibia
Hyla_molleri,Amphibia
Hyla_orientalis,Amphibia
Hyla_intermedia,Amphibia
Hyla_sarda,Amphibia
Hyla_savignyi,Amphibia
Hyla_felixarabica,Amphibia
Hyla_meridionalis,Amphibia
Hyla_chinensis,Amphibia
Hyla_sanchiangensis,Amphibia
Hyla_annectans,Amphibia
Hyla_tsinlingensis,Amphibia
Hyla_zhaopingensis,Amphibia
Dryophytes_cinereus,Amphibia
Dryophytes_gratiosus,Amphibia
Dryophytes_squirellus,Amphibia
Dryophytes_euphorbiaceus,Amphibia
Dryophytes_plicatus,Amphibia
Dryophytes_eximius,Amphibia
Dryophytes_walkeri,Amphibia
Hyla_wrightorum,Amphibia
Dryophytes_arenicolor,Amphibia
Dryophytes_immaculatus,Amphibia
Dryophytes_suweonensis,Amphibia
Dryophytes_japonicus,Amphibia
Dryophytes_chrysoscelis,Amphibia
Dryophytes_avivoca,Amphibia
Dryophytes_versicolor,Amphibia
Dryophytes_femoralis,Amphibia
Dryophytes_andersonii,Amphibia
Megastomatohyla_mixe,Amphibia
Charadrahyla_taeniopus,Amphibia
